SAMPLE ID,IGSN,SOURCE,REFERENCE,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MAX ELEVATION,MIN ELEVATION,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,MNO,MGO,CAO,NA2O,K2O,P2O5,NI,CO,CU,CD,ZN,S,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,BA,CD,CO,CR,CS,CU,HF,MO,NB,NI,PB,RB,S,SB,SC,SE,SN,SR,TA,TE,TH,TI,TL,U,V,Y,ZN,ZR,TI
PETDB-2820-GI92-10,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.9829,-91.4438,0.0001,5,5,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,,,,26.23,56.57,7.23,32.02,8.57,2.85,8.01,1.41,8.33,1.61,4.42,0.56,3.39,0.5,178,,,,0.15,,5.55,,38.25,,1.79,14.72,,,,,,,2.39,,2.06,,,0.49,,42.07,,,
PETDB-2820-GI92-10,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.9829,-91.4438,0.0001,5,5,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,48.16,3.71,13.9,,,,,13.62,0.222,5.28,9.85,3.57,0.7800,0.431,27,,51,,124,,,60,,,,,,,,,,,,,,,,46,30,51,,,40,27,,16,,,,,,374,,,,,,,422,39,124,226,
PETDB-2820-GI92-11A,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.86,-91.5,0.01,61,61,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,47.53,2.002,14.45,,,,,10.52,0.171,10.66,11.37,2.44,0.3300,0.196,210,,70,,81,,,36,,,,,,,,,,,,,,,,523,34,70,,,16.9,210,,6,,,,,,290,,,,,,,265,23,81,119,
PETDB-2820-GI92-16,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.3918,-91.2192,0.0001,18,18,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,15.78,35.45,4.76,22.19,6.71,2.32,6.94,1.23,7.2,1.39,3.71,0.5,2.94,0.44,85,,,,0.09,,4.46,,21.04,,2.9,7.94,,,,,,,1.35,,1.25,,,0.3,,35.59,,,
PETDB-2820-GI92-16,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.3918,-91.2192,0.0001,18,18,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,49.51,3.048,13.96,,,,,12.33,0.203,6.09,10.79,2.9,0.5000,0.407,44,,101,,134,,,40,,,,,,,,,,,,,,,,98,38,101,,,21.5,44,,8,,,,,,284,,,,,,,351,35,134,180,
PETDB-2820-GI92-17,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.2945,-91.3487,0.0001,24,24,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,12.95,30.14,4.1,19.02,5.78,2.06,5.75,0.98,5.81,1.14,2.95,0.39,2.25,0.33,51,,,,0.05,,3.61,,13.36,,2.49,4.72,,,,,,,0.91,,0.78,,,0.2,,27.81,,,
PETDB-2820-GI92-17,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.2945,-91.3487,0.0001,24,24,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,48.76,2.773,16.54,,,,,10.32,0.167,5.62,11.83,2.88,0.3900,0.265,53,,120,,89,,,44,,,,,,,,,,,,,,,,99,34,120,,,14.5,53,,6,,,,,,374,,,,,,,331,27,89,166,
PETDB-2820-GI92-18,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.2117,-91.385,0.0001,24,24,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,11.52,26.76,3.68,17.43,5.2,1.89,5.36,0.89,5.29,1.01,2.7,0.35,2.01,0.29,44,,,,0.06,,3.36,,11.9,,2.27,3.61,,,,,,,0.8,,0.66,,,0.18,,25.42,,,
PETDB-2820-GI92-19,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.262,-91.519,0.001,24,24,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,15.73,32.27,4.09,18.84,5.23,1.81,5.22,0.89,5.12,0.99,2.67,0.35,2.04,0.3,120,,,,0.11,,3.36,,20.54,,1.68,9.21,,,,,,,1.2,,1.27,,,0.28,,25.99,,,
PETDB-2820-GI92-19,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.262,-91.519,0.001,24,24,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,47.73,2.283,14.26,,,,,10.95,0.169,10.86,9.86,2.68,0.5200,0.277,265,,68,,94,,,38,,,,,,,,,,,,,,,,499,27,68,,,22.1,265,,10,,,,,,344,,,,,,,226,25,94,150,
PETDB-2820-GI92-26,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.3902,-91.3742,0.0001,6,6,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,16.73,37.25,4.94,22.6,6.41,2.18,6.4,1.07,6.52,1.26,3.34,0.45,2.54,0.38,107,,,,0.1,,4.23,,24.11,,1.56,8.91,,,,,,,1.55,,1.3,,,0.31,,32.57,,,
PETDB-2820-GI92-26,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.3902,-91.3742,0.0001,6,6,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,48.69,3.193,15.58,,,,,11.3,0.175,5.88,11.11,2.94,0.5000,0.354,38,,80,,110,,,46,,,,,,,,,,,,,,,,163,28,80,,,26.2,38,,9,,,,,,364,,,,,,,334,33,110,185,
PETDB-2820-GI92-27,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.4333,-91.3922,0.0001,5,5,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,16.22,36.23,4.8,21.85,6.23,2.18,6.22,1.08,6.44,1.26,3.45,0.44,2.58,0.39,102,,,,0.09,,4.25,,23.59,,1.59,8.29,,,,,,,1.66,,1.27,,,0.3,,31.77,,,
PETDB-2820-GI92-27,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.4333,-91.3922,0.0001,5,5,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,49.01,3.187,15.63,,,,,11.01,0.178,6.04,11.33,2.87,0.4700,0.344,45,,81,,111,,,45,,,,,,,,,,,,,,,,172,35,81,,,24.2,45,,7,,,,,,351,,,,,,,352,31,111,176,
PETDB-2820-GI92-2A,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.4892,-90.2622,0.0001,146,146,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,8.66,19.9,2.76,13.15,4.08,1.56,4.53,0.86,5.3,1.07,3,0.38,2.38,0.36,63,,,,0.05,,2.94,,9,,0.72,4.13,,,,,,,0.55,,0.54,,,0.14,,27.7,,,
PETDB-2822-5C987,,EARTHCHEMDB,"BAILEY, K, 1976",nr,-1.3782,-89.6833,0.01,,,,,,MS-ID,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,0.3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2820-GI92-2A,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-0.4892,-90.2622,0.0001,146,146,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,48.24,1.761,14.81,,,,,10.36,0.168,9.6,10.58,2.74,0.3300,0.217,229,,72,,86,,,32,,,,,,,,,,,,,,,,362,29,72,,,9.4,229,,5,,,,,,259,,,,,,,212,27,86,128,
PETDB-2822-4C238,,EARTHCHEMDB,"BAILEY, K, 1976",nr,-0.583611,-90.1625,0.0001,,,,,,FL-ES,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,0.0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2820-SG93-19,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-1.2287,-90.4244,0.0001,30,30,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,11.99,21.86,2.69,11.88,3.39,1.22,3.69,0.66,4.14,0.82,2.41,0.31,1.85,0.3,180,,,,0.14,,1.85,,16.14,,1.72,9.42,,,,,,,0.91,,0.89,,,0.17,,22.46,,,
PETDB-2820-SG93-19,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-1.2287,-90.4244,0.0001,30,30,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,46.56,1.736,14.12,,,,,9.46,0.175,13.6,11.22,2.16,0.4800,0.189,336,,77,,73,,,26,,,,,,,,,,,,,,,,828,34,77,,,16.2,336,,9,,,,,,338,,,,,,,264,22,73,93,
PETDB-2820-SG93-22,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-1.2715,-90.4881,0.0001,6,6,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,,,,15.96,26.63,3.04,12.45,3.24,1.18,3.5,0.64,4.03,0.82,2.34,0.32,1.96,0.32,279,,,,0.23,,1.8,,22.15,,2.99,19.42,,,,,,,1.22,,1.3,,,0.22,,21.91,,,
PETDB-2820-SG93-22,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-1.2715,-90.4881,0.0001,6,6,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,46.55,1.671,14.44,,,,,9.81,0.17,13.34,10.63,2.67,0.8300,0.219,324,,76,,68,,,18,,,,,,,,,,,,,,,,698,33,76,,,23.5,324,,20,,,,,,390,,,,,,,247,21,68,91,
PETDB-2820-SG93-23,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-1.2788,-90.4886,0.0001,0,0,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,,,,16.42,26.93,2.89,11.08,2.74,0.95,2.85,0.52,3.32,0.68,2.03,0.27,1.68,0.26,416,,,,0.19,,1.58,,23.52,,2.93,20.05,,,,,,,1.3,,1.44,,,0.23,,18.14,,,
PETDB-2820-SG93-23,,EARTHCHEMDB,"KURZ, M D; GEIST, D J, 1999",nr,-1.2788,-90.4886,0.0001,0,0,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,47.19,1.275,14.06,,,,,9.16,0.164,13.56,10.81,2.79,0.8900,0.223,346,,95,,64,,,36,,,,,,,,,,,,,,,,1035,33,95,,,24,346,,20,,,,,,372,,,,,,,233,19,64,83,
PETDB-2822-5C316,,EARTHCHEMDB,"BAILEY, K, 1976",nr,-1.3782,-89.6833,0.01,,,,,,MS-ID,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,0.9900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2822-5C959,,EARTHCHEMDB,"BAILEY, K, 1976",nr,-1.3782,-89.6833,0.01,,,,,,MS-ID,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,0.6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2822-5C748,,EARTHCHEMDB,"BAILEY, K, 1976",nr,-0.88,-89.5,0.01,,,,,,FL-ES,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,0.6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2822-H70-130,,EARTHCHEMDB,"BAILEY, K, 1976",nr,-0.4892,-90.2622,0.0001,146,146,,,,MS-ID,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,0.0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2822-JD1088,,EARTHCHEMDB,"BAILEY, K, 1976",nr,-0.8175,-90.06,0.01,,,,,,FL-ES,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,0.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2822-4C075,,EARTHCHEMDB,"BAILEY, K, 1976",nr,0.02,-91.35,0.01,,,,,,MS-ID,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,0.3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2823-F-102-72,,EARTHCHEMDB,"PUZANKOV, Y; BOBROV, V, 1997",nr,-26.47,-105.47,0.01,,,,,,Unknown,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.7,1.55,18.1,,,,,7.91,0.09,4.08,4.87,4.4,2.2800,0.98,43,19,,,,,,,,,,,,,,,,,,,,,19,78,,,,,,43,,45,,,12,,,745,,,,,,,66,,,,
PETDB-2823-F-28-72,,EARTHCHEMDB,"PUZANKOV, Y; BOBROV, V, 1997",nr,-27.17,-109.33,0.01,,,,,,Unknown,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.8,2.51,13.3,,,,,12.3,0.14,3.24,4.99,2,0.8000,0.81,3,19,,,,,45,82,,58,15,4.7,15,2.45,14,,,,7,1.05,257,,19,25,,,8,,48,3,,12,,,29,,,310,2.6,,3.2,,,1.1,75,68,,455,
PETDB-2823-F-33-72,,EARTHCHEMDB,"PUZANKOV, Y; BOBROV, V, 1997",nr,-27.17,-109.33,0.01,,,,,,Unknown,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.2,2.35,14.6,,,,,13,0.14,2.9,7.13,4,1.2000,0.97,3,16,,,,,50,103,,60,15.4,5.5,16,2.85,17,,,1.5,8.5,1.2,250,,16,25,,,12.5,,55,3,,16,,,27,,,365,3,,3.1,,,1.4,67,70,,500,
PETDB-2826-186,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.44,-91.1217,0.0001,,,,,,AAS,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,,,,,,,,,,,,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2826-186,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.44,-91.1217,0.0001,,,,,,COL,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,70.6,0.41,13.33,,1.34,,3,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2826-186,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.44,-91.1217,0.0001,,,,,,INAA,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,,,,,,,,,,,,,,,,1.2,,,,,61,133,,69,16.2,2.94,16.8,2.33,,,,1.6,9,1.25,,,1.2,,0.8,,20,5.7,,,16,,,,6.1,,,,4.96,,9.2,,,2.6,,,,,
PETDB-2826-186,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.44,-91.1217,0.0001,,,,,,SPEC,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,
PETDB-2826-186,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.44,-91.1217,0.0001,,,,,,XRF,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,,,,,,,,,0.16,0.28,1.52,,2.8500,,,,,,170,,,,,,,,,,,,,,,,400,,,,,,,,,,,65,,,,,5.3,120,,,,,,,,101,170,850,
PETDB-2826-192,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.435,-91.0867,0.0001,,,,,,AAS,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,,,,,,,,,,,,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2826-192,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.435,-91.0867,0.0001,,,,,,COL,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,70.6,0.41,13.17,,1.01,,3.88,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2826-192,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.435,-91.0867,0.0001,,,,,,INAA,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,,,,,,,,,,,,,,,,0.8,,,,,64,135,,68,17.9,3.29,16.7,2.57,,,,1.68,9.9,1.38,,,0.8,,0.9,,21.8,5.2,,,10,,,,7.2,,,,5.35,,9.4,,,2.3,,,,,
PETDB-2826-192,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.435,-91.0867,0.0001,,,,,,SPEC,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,
PETDB-2826-192,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.435,-91.0867,0.0001,,,,,,XRF,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,,,,,,,,,0.18,0.18,1.73,,2.6600,,,,,,156,,,,,,,,,,,,,,,,410,,,,,,,,,,,62,,,,,6.8,128,,,,,,,,114,156,860,
PETDB-2826-193,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.5133,-91.13,0.0001,,,,,,AAS,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,,,,,,,,,,,,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2826-193,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.5133,-91.13,0.0001,,,,,,COL,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,71,0.37,13.36,,1.1,,2.83,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2826-193,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.5133,-91.13,0.0001,,,,,,INAA,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,,,,,,,,,,,,,,,,1.5,,,,,66,136,,73,17.5,2.81,16.7,2.76,,,,1.5,10,1.35,,,1.5,0.6,1,,21.3,6,,,10,,,,4.7,,,,5.64,,10.4,,,2.8,,,,,
PETDB-2826-193,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.5133,-91.13,0.0001,,,,,,SPEC,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,
PETDB-2826-193,,EARTHCHEMDB,"MACDONALD, R; SMITH, R L; THOMAS, J E, 1991",nr,-0.5133,-91.13,0.0001,,,,,,XRF,GLASS,IGNEOUS:VOLCANIC:FELSIC,UNKNOWN,,,,,,,,,,0.14,0.24,1.23,,3.0100,,,,,,142,,,,,,,,,,,,,,,,435,,,,,,,,,,,50,,,,,8.4,90,,,,,,,,108,142,840,
PETDB-3401-MBS-047-249 ,,EARTHCHEMDB,"BARNES, S; OSBORNE, G; COOK, D; BARNES, L; MAIER, W D; GODEL, B, 2011",nr,-13,-41,1,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,ORTHOPYROXENITE,,,,,,,,,,,,,,,,1990,,470,,,0.26,,,,,,,,,,,,,,,,,,,,470,,,,1990,,,0.26,,,,,,,,,,,,,,,,
PETDB-3401-MBS-047-254 ,,EARTHCHEMDB,"BARNES, S; OSBORNE, G; COOK, D; BARNES, L; MAIER, W D; GODEL, B, 2011",nr,-13,-41,1,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,ORTHOPYROXENITE,,,,,,,,,,,,,,,,3540,,1085,,,0.59,,,,,,,,,,,,,,,,,,,,1085,,,,3540,,,0.59,,,,,,,,,,,,,,,,
PETDB-3401-MBS-047-259 ,,EARTHCHEMDB,"BARNES, S; OSBORNE, G; COOK, D; BARNES, L; MAIER, W D; GODEL, B, 2011",nr,-13,-41,1,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,ORTHOPYROXENITE,,,,,,,,,,,,,,,,1395,,241,,,0.13,,,,,,,,,,,,,,,,,,,,241,,,,1395,,,0.13,,,,,,,,,,,,,,,,
PETDB-3401-MBS-047-284 ,,EARTHCHEMDB,"BARNES, S; OSBORNE, G; COOK, D; BARNES, L; MAIER, W D; GODEL, B, 2011",nr,-13,-41,1,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:PLUTONIC:ULTRAMAFIC,ORTHOPYROXENITE,,,,,,,,,,,,,,,,3500,,1020,,,0.55,,,,,,,,,,,,,,,,,,,,1020,,,,3500,,,0.55,,,,,,,,,,,,,,,,
PETDB-2854-90648,,EARTHCHEMDB,"GIBSON, S A; THOMPSON, R N; DAY, J A; HUMPHRIS, S E; DICKIN, A, 2005",nr,-37.09,-12.28,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,37.5,,,,45.61,99.75,12.36,49.7,9.25,2.82,7.73,1.03,5.34,0.91,2.21,0.29,1.61,0.22,,,,,0.51,37.5,5.16,,,,2.63,53.4,,,,,,,3.63,,5.57,,,1.26,,,,,
PETDB-2854-90648,,EARTHCHEMDB,"GIBSON, S A; THOMPSON, R N; DAY, J A; HUMPHRIS, S E; DICKIN, A, 2005",nr,-37.09,-12.28,0.01,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,41.93,4.1,13.87,,,,,13.52,0.16,6.89,12.36,2.52,1.8600,0.54,43.6,57.7,,,82,,,,,,,,,,,,,,,,623,,57.7,83.3,,,,,49.8,43.6,,,,,30.1,,,904,,,,,,,388,26.39,82,226,
PETDB-2854-G12,,EARTHCHEMDB,"GIBSON, S A; THOMPSON, R N; DAY, J A; HUMPHRIS, S E; DICKIN, A, 2005",nr,-40.32,-9.94,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,35,,,,58.29,110.4,13.55,53.6,10.28,3.16,8.64,1.22,6.44,1.13,2.79,0.36,2.03,0.27,,,,,0.18,35,7.89,,,,5.32,49,,,,,,,3.09,,5.84,,,1.08,,,,,
PETDB-2854-G12,,EARTHCHEMDB,"GIBSON, S A; THOMPSON, R N; DAY, J A; HUMPHRIS, S E; DICKIN, A, 2005",nr,-40.32,-9.94,0.01,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.79,3.16,14.5,,,,,10.01,0.14,7.4,7.67,3.09,2.7600,0.77,159,40.4,,,110,,,,,,,,,,,,,,,,812,,40.4,166,,,,,47.2,159,,,,,17,,,794,,,,,,,206,32.7,110,362,
PETDB-2854-G140,,EARTHCHEMDB,"GIBSON, S A; THOMPSON, R N; DAY, J A; HUMPHRIS, S E; DICKIN, A, 2005",nr,-40.32,-9.94,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,35,,,,41.81,76.99,9.28,37.01,7.09,2.29,6.16,0.89,4.64,0.83,2.03,0.27,1.53,0.22,,,,,0.54,35,5.2,,,,3.29,40,,,,,,,2.9,,4.66,,,0.91,,,,,
PETDB-2854-G140,,EARTHCHEMDB,"GIBSON, S A; THOMPSON, R N; DAY, J A; HUMPHRIS, S E; DICKIN, A, 2005",nr,-40.32,-9.94,0.01,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.76,2.86,11.67,,,,,11.64,0.16,12.88,8.58,2.22,1.8800,0.56,351,64.2,,,112,,,,,,,,,,,,,,,,723,,64.2,464,,,,,42.5,351,,,,,27,,,682,,,,,,,219,22.9,112,238,
PETDB-2854-G197,,EARTHCHEMDB,"GIBSON, S A; THOMPSON, R N; DAY, J A; HUMPHRIS, S E; DICKIN, A, 2005",nr,-40.32,-9.94,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,16,,,,54.14,108.1,12.68,50.95,9.79,3.04,8.17,1.15,5.99,1.03,2.46,0.32,1.83,0.25,,,,,0.41,16,7.29,,,,5.26,57,,,,,,,3.17,,6.18,,,1.26,,,,,
PETDB-2854-G197,,EARTHCHEMDB,"GIBSON, S A; THOMPSON, R N; DAY, J A; HUMPHRIS, S E; DICKIN, A, 2005",nr,-40.32,-9.94,0.01,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.07,3.01,15.21,,,,,9.76,0.12,6.45,7.25,3.61,2.7000,0.9,141,36.7,,,110,,,,,,,,,,,,,,,,867,,36.7,164,,,,,47.7,141,,,,,21,,,859,,,,,,,180,27.3,110,341,
